"","contenidos","fechas","titulos","ur"
"1421","Paraguay.-Más de 130.000 personas fueron evacuadas en Paraguay debido grandes inundaciones que han afectado al país y que han obligado al presidente Horacio Cartes a declarar el estado de emergencia. Según una nota de prensa de la oficial Agencia de Información Paraguaya, cuatro personas murieron en accidentes causados por el temporal. Ha habido riadas, cortes de luz en gran parte de Asunción y daños en muchos de los cerca de cien refugios que dan techo a los desplazados.   De acuerdo con datos de la Secretaría de Emergencia Nacional (SEN), el río Paraguay alcanzó este jueves lo 7,71 metros de altura, la cota más alta de los últimos 20 años.   La SEN atribuye en parte la crecida de los ríos a la presencia del fenómeno El Niño que habría incrementado la periodicidad e intensidad de las lluvias.   Además, contempla la posibilidad de que este fenómeno climatológico se convierta en uno de los cuatro episodios más fuertes desde 1950.   El aumento de las precipitaciones también ha causado la crecida de ríos en Argentina y Uruguay, países en los cuales hasta los momentos han sido evacuadas unas 20.000 personas. De estas, unas 15.000 han sido desplazadas en cinco provincias del noreste de Argentina afectadas por las lluvias. Siendo Entre Ríos la que más ha sufrido las consecuencias del temporal.   En Uruguay, la crecida del río homónimo obligó a evacuar a unas 2.500 personas en el Departamento de Salto, según reseñó la prensa local.    ",2015-12-25 09:29:00,"Paraguay: decretan estado de emergencia por inundaciones","http://eldia.com.do/paraguay-decretan-estado-de-emergencia-por-inundaciones/"
"1422","Santo Domingo.-El presidente Danilo Medina envió al pueblo dominicano un mensaje de esperanza en ocasión de la celebración de la Navidad, e hizo votos por una familia cada vez más unida y un país cada vez más justo. “Que Dios nos ayude, siempre, a tener la capacidad de soñar y de transformar nuestros sueños en realidad. Por eso, en este día de Navidad, sentémonos a la mesa, dividamos el pan y, ante todo, compartamos una gran esperanza”, dijo Danilo Medina. Parabienes de la familia presidencial al pueblo dominicano El Jefe de Estado expresó sus parabienes a la familia dominicana, en compañía de su esposa, doña Cándida Montilla de Medina y de sus hijas Sibely, Vanessa y Ana Paula, en un mensaje dirigido a toda la nación. “Esta es la noche del Niño que nació para salvar al mundo. Y de su familia terrenal, aquella que participó con él de esa tarea sagrada y gloriosa. Es, así, la más linda fiesta de amor y unión familiar”. Reflexionó que cada uno de nosotros busca más fuerza y esperanza, para continuar luchando por un mundo mejor, que comienza en nuestra casa, en nuestra familia. “Sé que existe una persona, en cada país, que no tiene el derecho de colocar a su familia en primer lugar. Es el presidente o la presidenta de cualquier nación. Su compromiso debe ser pensar primero en su país, en su pueblo, y en la gran familia que formamos todos nosotros”, dijo el presidente de la República. Precisó que “estoy aquí, con mi familia, para desearles una Feliz Navidad, y también, para renovar nuestro compromiso de ser iguales a cualquier familia dominicana”. Danilo Medina manifestó a seguidas, “iguales en la fuerza, el coraje, la honestidad, la solidaridad y en la capacidad de luchar por un futuro mejor. Iguales en sueños y en esperanzas”. Expresó su deseo de alcanzar el ideal de un país donde todos sean iguales en el deseo de que ningún niño nazca, en nuestro país, sin casa, sin comida, sin escuela, sin libros, sin futuro. “Que no vea, jamás, a su papá rondando triste por la casa, porque no tiene empleo”. ¡Que Dios nos bendiga a todos! Afirmó que desea un país donde un niño no vea, jamás, a su mamá llorar por el dolor físico de no tener un medicamento, o por el dolor espiritual de no tener esperanza. “Que no sienta, jamás, el dolor de perder un ser querido arrebatado por la violencia. Al contrario.  Que Dios nos ayude, siempre, a tener la capacidad de soñar y de transformar nuestros sueños en realidad. Por eso, en este día de Navidad, sentémonos a la mesa, dividamos el pan y, ante todo, compartamos una gran esperanza”. “Candy, Sibely, Vanessa, Ana Paula y yo les deseamos una Feliz Navidad y un próspero año nuevo. Que Dios nos bendiga a todos!”",2015-12-25 08:08:00,"Danilo Medina llama familias dominicanas a unidad y a compartir gran esperanza","http://eldia.com.do/danilo-medina-convoca-familias-dominicanas-a-unidad-y-a-compartir-gran-esperanza/"
"1423","Santo Domingo.- El presidente Danilo Medina ordenó hoy al jefe de la Policía Nacional, Mayor General Nelson Peguero Paredes, la puesta en libertad de los oficiales y alistados de la institución que se encuentren cumpliendo sanciones por la comisión de faltas disciplinarias. La orden fue enviada a la jefatura debido a la celebración de la Nochebuena y les exhortó a que en lo sucesivo mantengan el fiel cumplimiento de sus deberes y obligaciones, sin incurrir de nuevo en violaciones a los reglamentos policiales.",2015-12-24 19:30:00,"Danilo Medina ordena al jefe de la Policía liberar agentes que cumplían sanciones disciplinarias","http://goo.gl/A3S5s9"
"1424","NULL",2015-12-24 17:02:00,"Sitio web de Hello Kitty repara falla en seguridad","http://goo.gl/um1rq8"
"1425","La Habana.- Cuba cerrará 2015 con un récord en llegadas de visitantes foráneos, que hasta el 30 de noviembre totalizaban más de 3,1 millones, al tiempo que se consolida como destino para cruceros, con más de 20.000 pasajeros este año. Según datos publicados hoy por la Oficina Nacional de Estadísticas e Información (ONEI), hasta noviembre llegaron al país caribeño 3.139.764 visitantes extranjeros, provenientes sobre todo de Canadá, lo que significa un incremento del 17,6 % frente a igual periodo de 2014. Detrás de Canadá se posicionan como principales emisores Alemania, Francia, Reino Unido e Italia, al tiempo que se registran “incrementos notables” en las llegadas desde países como Japón, Haití, Costa Rica, Irlanda y Polonia, de acuerdo a la ONE. Cuba traspasó la barrera de los tres millones de turistas extranjeros en 2014, año en el que el turismo aportó a las finanzas del país unos 2.700 millones de dólares. El “boom” turístico coincide con el nuevo escenario de normalización de las relaciones entre Estados Unidos y Cuba tras medio siglo de enemistad.   Desde el 1 de enero de 2015 hasta mediados de diciembre llegaron a Cuba 147.401 visitantes estadounidenses, 62.807 más que el año anterior, y los especialistas pronostican que el flujo se duplicará a partir de la flexibilización de las restricciones para viajar a la isla vigentes en EE.UU. Según datos del profesor de la Facultad de Turismo de la Universidad de La Habana José Luis Perelló, hasta el 17 de diciembre pasado, día en que se cumplió un año del comienzo del deshielo entre las dos naciones, el arribo de estadounidenses creció un 74,2 % en comparación con 2014. Perelló también afirmó que Cuba espera recibir unos 600.000 viajeros a partir del inicio de la temporada de cruceros, inaugurada el pasado fin de semana con la llegada del MSC Opera, el mayor navío de este tipo que haya tocado puerto en la isla. El MSC Opera utilizará Cuba como punto de embarque para sus operaciones en el Caribe.   Frente al previsto crecimiento en la demanda de alojamiento, el ministro cubano de Turismo, Manuel Marrero anunció recientemente que en La Habana y otras ciudades del país se ha puesto en marcha una estrategia de desarrollo que incluye la construcción de varios hoteles y la modernización de otros. La oferta estatal para el turismo en Cuba incluye unas 62.000 habitaciones, a las que se prevé añadir más de 13.600 en “polos de sol y playa” para 2016. A esto se suman las más de 21.000 habitaciones que arriendan pequeños empresarios del sector privado, considerada por especialistas la “segunda cadena hotelera” del país.",2015-12-24 16:52:00,"Cuba cerrará el año con nuevo récord en llegada de turistas internacionales","http://goo.gl/GtlRpo"
"1426"," Nueva York. – Los precios del petróleo terminaron en alza el jueves en Nueva York, logrando mantener su buena marcha del día anterior, tras una sesión más corta en la víspera de Navidad. El precio del barril de “light sweet crude” (WTI) pare entrega en febrero subió 60 centavos a 38,10 dólares en el New York Mercantile Exchange (Nymex), tras haber ganado ya cerca de 1,5 dólares el miércoles. En Londres, el precio del barril de Brent para entrega en febrero también avanzó, ganando 51 centavos a 37,87 dólares hacia las 18H30 GMT, también para el contrato de febrero, pero se mantuvo por debajo del nivel del WTI como en las dos sesiones anteriores. “Fue una sesión tranquila, típica de las fiestas”, admitió Carl Larry, de Frost & Sullivan.El mercado del petróleo cerró en Nueva York a las 18H30 GMT, una hora antes de lo habitual, y permanecerá cerrado el viernes de Navidad. Entre los factores que lo sostuvieron este jueves, “los mercados emergentes recuperaron un poco, lo que relanza las esperanzas con respecto a la demanda, y el dólar se debilitó”, lo que hace al comercio de petróleo más atractivo pues se realiza en moneda estadounidense, estimó Larry. El mercado del oro negro, que recientemente cayó a su nivel más bajo desde 2004 en Londres y desde 2009 en Nueva York, continuó aprovechando el impulso de su fuerte recuperación del día anterior, que siguió al anuncio inesperado de una fuerte caída de los inventarios estadounidenses. “Aunque hemos escuchado que los precios podrían equilibrarse al alza a corto plazo, también constatamos que reina el escepticismo respecto de la capacidad del mercado de mantenerse en niveles altos, dado el exceso de oferta en el mundo”, opinó por su parte Tim Evans, de Citi. La preocupación por el exceso de oferta deprimió el mercado del petróleo a lo largo del año, antes de que la Organización de Países Exportadores de Petróleo (OPEP) lo hundiera aún más a principios de diciembre renunciando a fijar objetivos en números.",2015-12-24 16:36:00,"El petróleo termina en alza el día antes de Navidad","http://goo.gl/kR4Teq"
"1427","Washington.- El gobernador de California (EE.UU.), Jerry Brown, perdonó hoy al actor Robert Downey, Jr. por un delito de drogas que el artista cometió en 1996 y por el que pasó más de un año en prisión. La oficina de Brown incluyó a Downey Jr. en una lista de 91 indultados en la víspera de Navidad, todos ellos delincuentes que han cumplido penas de prisión y han pasado al menos una década sin cometer nuevos delitos. “Por las leyes de este estado es correcto que yo, como Gobernador del Estado de California, doy testimonio de que, por la finalización de su condena y buena conducta en la comunidad de su residencia desde su liberación, Robert John Downey Jr. ha pagado su deuda con la sociedad y se ganó un perdón completo e incondicional”, apunta Brown en el texto publicado en su página web. Downey Jr. luchó contra sus adicciones en la segunda mitad de los años 90, pero según los informes, se ha mantenido limpio desde entonces . Aunque el perdón no elimina los registros criminales, sí devuelve el derecho al voto y supone una proclamación pública de que esa persona no ha incurrido en otros delitos y ha demostrado “comportamiento ejemplar”. El actor se ha convertido a lo largo de estos años en una de las historias icónicas de superación y rehabilitación de Hollywood. Desde 2008, Downey, de 50 años, ha encarnado a “Iron Man” en una serie de películas de éxito, incluyendo “The Avengers”, basada en los cómics de Marvel. Los problemas del actor con la Justicia comenzaron en junio de 1996 cuando fue detenido por exceso de velocidad en la autopista de la costa del Pacífico y las autoridades encontraron cocaína, heroína y una pistola en su vehículo. En 1999, fue enviado a prisión por casi un año después de que reconociera haber violado la libertad condicional.",2015-12-24 16:17:00,"El Gobernador de California indulta al actor Robert Downey Jr","http://goo.gl/mkHmIf"
"1428","NULL",2015-12-24 15:49:00,"Exmujer de Nisman asegura que su muerte fue un crimen sofisticado","http://goo.gl/GHfZye"
"1429","Atlanta.- Para los que dejan las compras navideñas para última hora, este año hay más apps y servicios que nunca. Aplicaciones para dispositivos móviles como Curbside entregan los pedidos directamente al maletero del coche, más cadenas minoristas están ofreciendo incentivos para comprar en internet y recoger en la tienda, y Amazon Prime Now y otros servicios de entrega en el mismo día se han expandido grandemente este año. “En cierto sentido, la entrega en el mismo día es la nueva tarjeta de regalo”, dijo Daphne Carmeli, directora ejecutiva de Deliv, que trabaja con minoristas para ofrecer entregas en el mismo día. Carneli dice que en años anteriores, si era muy tarde para comprar un regalo, la solución era la tarjeta de regalo. “Ahora tienes dos horas antes del plazo si quieres algo de las cadenas minoristas nacionales”. Eso es una buena noticia, porque los servicios por demanda han acostumbrado a la gente a esperar al último minuto. Este año, 44% de los compradores dijeron que planeaban esperar hasta diciembre o después para comprar regalos navideños, comparado con 39% hace cinco años, de acuerdo Deloitte. Y hasta el 15 de diciembre, un sondeo de NRF concluyó que el comprador navideño promedio ha completado 53,5% de sus compras, comparado con 52,9% el año pasado. Solamente 10% de los encuestados habían terminado sus compras. Jaron Waldman, jefe ejecutivo de Curbside, dijo que la demanda por el servicio, que entrega productos de tiendas como Target y Abercrombie & Fitch al auto del comprador, se ha disparado. Ese servicio, que cubre el área de San Francisco y Los Angeles en California y Nueva York, New Jersey, Philadelphia y Chicago, ha recibido aproximadamente siete veces la cantidad de pedidos que recibió el año pasado. Target, Best Buy, CVS y otros ofrecen el servicio. El portavoz de Target Eddie Baeb dijo que la compañía se siente complacida con los resultados obtenidos con Curbside y expandió el número de tiendas que usan el servicio de 20 en San Francisco el año pasado a 120, añadiendo Nueva York, Chicago y Philadelphia este año. Otros minoristas están añadiendo incentivos para que la gente compre en internet y recoja en las tiendas. Por ejemplo, Macy’s ofrece una tarjeta de regalo de 10 dólares o más cuando un pedido online es recogido en la tienda. Esa opción permite a las cadenas ahorrarse costos de embarque y reducir el tiempo de espera para los compradores.",2015-12-24 15:22:00,"Apps y servicios online ayudan a compradores de última hora","http://goo.gl/LBfoYv"
"1430","Santo Domingo.- La Oficina Para el Reordenamiento del Transporte (Opret) informó que con motivo de las festividades de Navidad y Año Nuevo, el Metro de Santo Domingo laborará en horario especial. Opret indicó que este 24 de diciembre el servicio de trenes funcionará hasta las 8:35 de la noche; mientras que para este viernes 25, iniciará sus actividades desde las 9:05  de la mañana hasta las 10:35 de la noche. En tanto que para el jueves 31 este transporte ofrecerá sus servicios hasta las 8:35 de la noche y el viernes 01 de enero iniciará desde las 9:05  de la mañana hasta las 10:35 de la noche. Dichos horarios se adoptan con la finalidad de que los empleados puedan disfutar con sus familiares de las fiestas navideñas al igual que la mayoría de los dominicanos.",2015-12-24 14:35:00,"Metro de Santo Domingo labora en horario especial por fiestas navideñas","http://goo.gl/ADEJbp"
"1431","Santo Domingo.- La Policía informó hoy el fallecimiento de tres personas, entre ellos un niño de un año y diez meses, una niña de siete y de un haitiano de 70 años, en hechos ocurridos en el Distrito Nacional, Santo Domingo Norte y municipio de Guerra. Dijo que se trata de Eulis Rosso, de un año y diez meses, Radaysa Acosta Consoro, de siete años y el haitiano Jean Clock Charles, de 70 años. Los fallecimientos ocurrieron este miércoles. En el reporte preliminar de los investigadores se señala que el niño Rosso había sido trasladado sin vida al hospital doctor Francisco Moscoso Puello, por su madre la joven Elizabeth Rosso, de 19 años, quien reside en la calle Ricardo Carty, callejón Isabelita Payano, sin número, del sector Los Guandules, Distrito Nacional. Precisa el informe que en declaraciones de la madre, que la última vez que vio al niño fue a las 2:10 de la tarde jugando con unos amiguitos antes de salir hacia un colmado próximo a su vivienda a comprar la cena, indica que a su regreso se percató que su hijo no estaba en la casa siendo encontrado más tarde en las aguas del río Ozama, sin vida. En otro orden en Villa Mella, Santo Domingo Norte, la niña Radaysa Acosta Consoro, falleció mientras recibía atenciones médicas en el hospital pediátrico Hugo Mendoza, como consecuencia de herida contusa con exposición de masa encefálica en región temporal izquierda. El suceso ocurrió en la calle Sideral esquina Héroes del Universo, número 2, residencial Sol de Luz, Villa Mella, cuando intentaron abrir un portón de la marquesina de su casa junto a otra niña de 9 años, cayéndole encima produciéndole las heridas que más tarde le provocaron la muerte. Mientras que en una Mina de Caliche del Mamey, municipio de Guerra, fue encontrado el cuerpo sin vida del haitiano Jean Clock Charles, quien presenta golpes contusos en la cabeza y en distintas partes del cuerpo que le provocaron la muerte, se presume producto de un deslizamiento de terreno interno. Los cadáveres fueron enviados al Instituto de Ciencias Forenses, (INACIF) para que les practiquen la necropsia de rigor.",2015-12-24 14:10:00,"Mueren tres personas en hechos separados, entre ellos dos menores","http://goo.gl/pJ3CeT"
"1432"," Ankara.- Ocho migrantes, incluidos seis niños, murieron el jueves tras naufragar su embarcación en el mar Egeo frente a las costas de Turquía, cuando se dirigían hacia la isla griega de Lesbos, informó la agencia de prensa Dogan. La pequeña embarcación sobrecargada, que zarpó de la localidad turca de Bademli (oeste), volcó a consecuencia de las desfavorables condiciones meteorológicas, precisó la agencia. Los guardacostas turcos buscan a otros catorce ocupantes de la embarcación, que están desaparecidos, añadió el informe. La nacionalidad de los migrantes no ha sido precisada. Pese a las temperaturas invernales que convierten la travesía por el Egeo en un peligroso viaje, los migrantes siguen realizándola para entrar en la Unión Europea (UE), aunque en menor cantidad, según las autoridades. Como consecuencia de una caída de la demanda, los traficantes de personas ofrecen ahora sus servicios por 500 dólares por persona, mientras en verano reclamaban 1.200 dólares, según los medios turcos. Pero los naufragios se siguen produciendo casi a diario. Al menos 13 migrantes, incluidos siete niños, murieron ahogados a lo largo del islote griego de Farmakonissi cuando su embarcación se hundió en la noche del martes al miércoles. Este naufragio tuvo lugar unas horas después de la publicación de un comunicado conjunto de la ONU y de la Organización Internacional de Migraciones (OIM), que indicaba que un millón de migrantes entraron en Europa este año. Un día antes, 11 migrantes, entre ellos 3 niños, perdieron la vida en un hundimiento similar en las costas turcas. Según la OIM, cerca de 3.700 migrantes, en su mayoría de países en conflicto como Siria, Irak o Afganistán, murieron o desaparecieron este año en el mar. Alrededor de 700 intentaban cruzar el Egeo para llegar a Grecia y cerca de 3.000 el Mediterráneo en dirección a Italia.",2015-12-24 13:23:00,"Ocho migrantes ahogados, incluidos seis niños, en naufragio en Turquía","http://goo.gl/3eVd6j"
"1433","Lisboa.- Por las empinadas cuestas de Lisboa circula en estas fechas un tranvía conducido por “Papá Noel”, quien deja así por unos días su tradicional trineo tirado por renos para “volar” por las angostas callejuelas de la ciudad. La iniciativa, con fines solidarios, recibe el nombre de “Tranvía de los sueños” y es idea del grupo Carris, que gestiona el transporte público de la capital portuguesa. La campaña ha “vestido” uno de los vehículos de la compañía de color verde -en contraste con el amarillo tradicional- y ha colocado a un “Papá Noel” que ejerce de maquinista y DJ, bailando y contagiando al resto de los pasajeros. Además, también está equipado con dispositivos de luz y sonido, lo que le permite recorrer la ciudad entre villancicos y luces de navidad. El proyecto destina dos euros de cada billete para la fundación “Pide un deseo Portugal”, que trabaja con niños convalecientes por alguna enfermedad grave. Este tranvía especial circulará por la capital lusa durante las Navidades y hasta el próximo 30 de diciembre. El trayecto, de unos 45 minutos, permite conocer los principales puntos históricos de Lisboa, estos días decorados especialmente con motivos navideños. Un portavoz de Carris explicó en declaraciones a EFE que el objetivo de esta iniciativa es precisamente “sensibilizar” para que los menores se den cuenta de “la importancia de ser solidarios, atendiendo a los sueños de los demás”. La Fundación “Pide un Deseo Portugal” pretende hacer realidad algunas de estas ideas entre los niños que atienden, de entre 3 y 18 años de edad y que sufren de alguna enfermedad grave.",2015-12-24 12:46:00,"Papá Noel cambia los renos por el tranvía en Lisboa","http://goo.gl/OrFHiH"
"1434","Kabul.- Al menos 24 personas murieron y 21 resultaron heridas al colisionar hoy en el norte de Afganistán un camión con un autobús, que cayó a un río y sus pasajeros quedaron atrapados en el vehículo, informaron a Efe fuentes oficiales. El accidente se produjo anoche en el distrito de Hazrat Sultan de la provincia de Samangan, en la autopista Kabul-Mazar-e-Sharif, dijo el jefe provincial de Policía, Muhammad Baqir Masoud. El jefe policial indicó que entre los fallecidos y heridos se encuentran mujeres y niños y apuntó que cuatro de las personas heridas quedaron en condición crítica. El autobús se precipitó tras el choque desde un puente de unos quince metros de altura y sus pasajeros quedaron atrapados en el vehículo, explicó un miembro del Consejo Provincial de Samangan, Sefatullah Samangani. Samangani, que participó en las tareas de auxilio, aseguró que se desconoce la causa del accidente. En mayo, 18 personas murieron al precipitarse por un barranco el autobús en que viajaban en el noroeste de Afganistán, mientras que en enero hubo 27 fallecidos y 33 heridos al colisionar frontalmente un autobús y un camión en el sur del país asiático. Más de 3.000 personas mueren anualmente en las carreteras en accidentes de tráfico en Afganistán, debido a la falta de experiencia de muchos conductores y al mal estado tanto de los vehículos como de las vías. A ello se suma la inseguridad en el país, que lleva a muchos conductores a circular muy por encima de la velocidad recomendada para evitar ataques.",2015-12-24 12:38:00,"Al menos 24 muertos al chocar y caer a un río un autobús en Afganistán","http://goo.gl/ThUYBD"
"1435","La artista Pilar Montenegro ha dicho en varias ocasiones que padece de un problema neurológico, pero algunos allegados aseguran que la enfermedad de la que sufre la artista es el alcoholismo.",2015-12-24 00:02:00,"Pilar Montenegro con problemas","http://goo.gl/4ASziU"
"1436","Santo Domingo.- La Autoridad Metropolitana de Transporte (AMET) reiteró que a partir del mediodía de hoy queda prohibida la circulación de vehículos pesados a nivel nacional, con motivo de la celebración de la Navidad. Precisó que la medida se extiende hasta hasta el domingo 27 a las 10:00 de la noche, cuando concluye el largo feriado. La AMET indicó que estará vigilante en las autopistas, carreteras, avenidas y calles, para hacer cumplir la medida emitida por el Ministerio de Obras Públicas (MOPC), a través de la Dirección General de Tránsito Terrestre (DGTT),  en relación a la prohibición de la  circulación de vehículos pesados a nivel nacional durante los asuetos de Navidad y Año Nuevo. El organismo precisó que la medida exceptúa los vehículos que transporten combustibles y comestibles perecederos en corto tiempo. Asimismo,  informó que con motivo de las celebraciones de Año Nuevo, a partir del jueves 31 de diciembre a las 12:00 del mediodía hasta las 10:00 de la noche del lunes 4 de enero del año 2016, estará prohibida la circulación de vehículos pesados. La AMET aprovechó la ocasión para exhortar a los conductores a transitar con prudencia para que lleguen seguros a sus respectivos destinos y recordó la importancia de que realicen una inspección a sus vehículos antes de emprender el viaje.",2015-12-24 11:47:00,"AMET reitera prohibición de vehículos pesados durante asueto navideño","http://goo.gl/ro0ftg"
"1437","En el Reino Unido a un hombre se fugó tras haber devorado literalmente el asiento de un autobús local, ante la mirada de todos los pasajeros. El acontecimiento fue grabado por una cámara de vigilancia del autobús. Según explican los testigos, el hombre permaneció tranquilo en su asiento durante veinte minutos. Luego comenzó su festín, se puso a masticar el asiento y llevaba una botella de agua para acompañar el menú.",2015-12-24 00:02:00,"Hombre se come asiento de autobús","http://goo.gl/hgyszJ"
"1438","San Francisco.-Los Gigantes se consideran bien afortunados de contar con Dave Righetti como su coach de pitcheo.Righetti sabe que le conviene aprender lo más posible sobre las nuevas adquisiciones de San Francisco, los abridores Johnny Cueto y Jeff Samardzija. Como el coach de pitcheo con más tiempo con su equipo actual, Righetti tiene los contactos para acumular la mayor cantidad de datos posible. En el caso de Cueto, Righetti charló con su homólogo de los Reales, Dave Eiland, quien también fue compañero del primero en el Bronx. Además, Righetti habló con el ex mánager y ex coach de pitcheo del dominicano en Cincinnati, Bryan Price. El instructor de los Gigantes consultó con ambos coaches de Samardzija en Chicago, Chris Bosio en los Cachorros y Don Cooper en los Medias Blancas. Righetti es amigo de Bosio y fue compañero de él en los Yankees en 1985. Debido a la experiencia de Righetti, que incluye una carrera como lanzador con los Yankees y tres anillos de campeón como instructor de pitcheo de los Gigantes, es preciso decir que el coach tenía bastante credibilidad a la hora de hacer esas llamadas. “Es fácil para mí sacar la información que necesito sin que ellos se sientan raros”, dijo Righetti, quien se unió al cuerpo de instructores de San Francisco en el 2000, luego de ser jugador profesional de 1977 a 1995.",2015-12-24 00:02:00,"Righetti indaga sobre Cueto","http://goo.gl/ssztwK"
"1439","New York.-Estamos cerca del 6 de enero cuando la Asociación de Escritores de Béisbol de América revelará los jugadores que serán seleccionados al Salón de la Fama de Cooperstown teniendo como gran favorito al ex jardinero Ken Griffey Jr. y tal vez otro jugador o dos. Este es el cuarto año de Sosa en la boleta del Salón de la Fama y su apoyo ha disminuido cada año: recibió 12.5 por ciento de los votos en su primer año; el 7,7por ciento en su segundo año y el 6,6 por ciento el año pasado. Los jugadores necesitan el 75 por ciento para ser elegidos. Más importante aún, necesitan el cinco por ciento para quedarse en la boleta del año siguiente, y Sosa podría no alcanzarlo. Sammy nunca ha dado positivo a una prueba de esteroides de manera oficial. Pero, en estos días, una sospecha es suficiente para dañar a un jugador en la boleta del Salón de la Fama. Sosa es uno de los muchos sospechosos de uso esteroides que no han generado tanto apoyo como lo harían si sus números y logros de la carrera fueron tomados a su valor nominal.",2015-12-24 00:02:00,"Sammy podría salir de boleta al Salón Fama","http://goo.gl/8e99wt"
"1440","El sudeste de Asia acuñó algunas empresas emergentes del club de los mil millones de dólares pero Indonesia, con una población que supera los 250 millones de habitantes, está notoriamente ausente. Esto debería cambiar en 2016 cuando surja el interés por su efervescente escena de empresas emergentes y su próspera economía. El dinero inteligente está en el comercio electrónico, teniendo como favorita a Tokopedia, respaldada por SoftBank de Masayoshi Son. China continuará quitando de las manos tecnología de semiconductores en el mundo entero. Empresas como Tsinghua Unigroup y China Resources Holdings Co. están listas para zambullirse en el sector. El año 2015 fue un año frenético para el sector tecnológico de la región.",2015-12-24 00:01:00,"Avanza competencia de tecnología asiática","http://goo.gl/Bvj1Xf"
"1441","Santo Domingo.-Uno de los platos que más les gusta a los invitados y más rápido se termina en la cena de Nochebuena, es la tradicional “Ensalada Rusa”, un platillo elaborado con  papas, zanahoria, huevo, remolacha y mayonesa. La Ensalada Rusa, también conocida como ensalada Andrés o Andryyi, es un plato típico de Rusia, se elabora con papas y puede combinarse con otras verduras, atún o pollo. Según cuenta su historia, la receta original fue elaborada en los años 1860 por Lucien Olivier, el chef del restaurante Hermitage, muy conocido en  Moscú, que pronto hizo de este plato su seña de identidad, y por esta razón lo denominan en otros países “Ensalada Olivier”, en honor a su creador. La versión original se servía fría y llevaba una especie de vinagreta. Los ingredientes que empleaba la receta original de Olivier eran caros (por ejemplo empleaba carne de venado) y su composición así como su preparación eran un secreto oculto tanto por Olivier. El plato trascendió más allá de los Urales, y se expandió a Ucrania donde se le agregaron ingredientes más baratos tales como guisantes  tiernos y pepinillos, y el venado fue sustituido por pollo. Esta es la Ensalada Mixta y es la segunda mas usada en las fiestas navideñas. A continuación algunos de  los ingredientes para la elaboración de la Ensalada Rusa en  República Dominicana. Ingredientes:Patatas, un kilo, zanahorias, 400 gramos, huevos, cebollas,  guisantes, 300 gramos,  remolacha, mayonesa,  sal al gusto, pimiento morrón o de su color preferido, y aceitunas. Preparación: Todos  los vegetales y  huevos deben ser previamente cocidos,  cortados  en cubos de un centímetro de grosor, luego dejarla enfriar, luego mezclar los ingredientes. Refrigerar hasta que este a su gusto y degustar.  ",2015-12-24 10:42:00,"Un plato fácil, barato y bueno para la cena de Nochebuena","http://goo.gl/4b2Brl"
"1442","Santo Domingo.-Los abogados de los acusados de trata de personas recusaron ayer a la jueza de la Oficina de Atención Permanente del Distrito Nacional, Evelyn Rodríguez, que conoce la solicitud de la medida de coerción, tras alegar parcialidad y falta de objetividad, porque no acogió libertad de la imputada Flor Ángel Encarnación mediante un recurso de Hábeas Corpus. La jueza enviará el expediente a la presidencia de la Corte de Apelación para que decida sobre el recurso. El Ministerio Público pide prisión desde el pasado domingo, cuando tres jueces fueron apoderados, pero por varios incidentes no se conoce la solicitud contra Javier Liriano Féliz y su madre Benedicta Féliz Medina; Roy Miguel Liriano Féliz, Rafael Federico Pérez Pérez, Juan José Ortega Heredia. Miguel Etuclides Laureano Reyes, Isael De Jesús Ayala de la Cruz, Monika Gissel Pérez Rodríguez, Pedro Bienvenido Ventura Rodríguez, Kelin Mora García y otros implicados.",2015-12-24 00:05:00,"Implicados en caso trata de personas recusan a jueza","http://goo.gl/YaR6Nv"
"1443","“El sapo diferente”  es el título de la primera obra de la autora dominicana Joanna Herrera, que fue publicado en el Salón de Conferencia de la Dirección General de la Feria del Libro. El acto fue presentado por un panel integrado  por Ysabel Florentino y Karina Castillo, quienes junto a la autora compartieron la mesa de honor.",2015-12-24 00:01:00,"Joanna Herrera publica el libro “El sapo diferente”","http://goo.gl/3W7Jll"
"1444","El Bombazo Navideño con los artistas Anthony Santos, Secreto y dj Emi será este 26 y el próximo 2 de enero se presentan Raulín Rodríguez, Don Miguelo y Chiquito Team Band en las ya tradicionales fiestas del empresario Angel Productions de La Romana. Casa Club Puerto Rico de La Romana será el escenario para estas fiestas a partir de las 9:00 p.m. La animación del espectáculo estará a cargo de Karen Yaport, Enrique Crespo, Yubelkis Peralta, María María y Alex Macías. No faltaran los éxitos del Bachatú, el carisma de los urbanos y la magia de la salsa de Chiquito Team Band.",2015-12-24 00:02:00,"Realizarán gran concierto navideño el sábado","http://goo.gl/8Namdq"
"1445","NULL",2015-12-24 00:01:00,"El carrusel de la vida","http://goo.gl/oegT5n"
"1446","Isabel Pantoja, como regalo de Navidad, recibió la noticia de que pasado este permiso para salir de prisión, continuará su condena en arraigo domiciliario. Lo anterior fue determinado por un juez, quien considera que la tonadillera no es una delincuente peligrosa, y puede continuar su arraigo en la comodidad de su casa, utilizando un grillete en el tobillo.",2015-12-24 00:02:00,"Isabel Pantoja, en prisión en casa","http://goo.gl/wTTylS"
"1447","NULL",2015-12-24 08:52:00,"Fuertes tormentas dejan seis muertos en Sur de EE.UU en período navideño","http://goo.gl/t4ZmR1"
