"","contenidos","fechas","titulos","url"
"966"," AEROPUERTO LAS AMERICAS. El presidente Danilo Medina expresó este jueves, a su regreso al país desde la Ciudad de Nueva York,  que no sabe en que se basa Amnistía Internacional para decir que en República Dominicana hay apátridas. “Eso es falta de información” responde el primer mandatario cuando fue abordado por los periodistas a su  llegada al Aeropuerto de Las Américas acompañado  de su esposa, Cándida de Medina, en el vuelo 487 de Delta Airlines. Medina  participó e n la 71 asamblea de la Organización  de las Naciones Unidas (ONU) y su regreso se produjo a la 4:05 de la tarde. Fue recibido en el aeropuerto por el Ministro de Defensa, teniente general Ruben Dario Paulino Sem. Al momento de bajar las escalinatas  internas del edificio del aeropuerto, los periodistas le pidieron que se detuviera a conversar y en ese momento fue sorprendido con la pregunta de qué opinaba sobre la afirmación de Amnistía Internacional, de que en el país hay apátridas. Dijo que no sabía en que se basaban y que fue una falta de información los datos ofrecidos por la organización internacional. Amnistía Internacional pidió al Gobierno  atender “urgentemente” la situación de miles de apátridas, especialmente descendientes de haitianos. El jefe de estado participó en la 71 Asamblea General de la ONU, donde pidió un cambio en las relaciones entre países ricos y pobres, al tiempo de llamar a destruir tabúes, repensar los paradigmas, redefinir las reglas del juego y humanizar la economía global.",2016-09-22,"Danilo rechaza afirmación de AI sobre apátridas en el país","http://ow.ly/Y6fy304tF9K"
"967","SAN PETERSBURGO, Rusia, (AP).- Milos Raonic se despidió a las primeras de cambio en el Abierto de San Petersburgo al sucumbir este jueves 2-6, 7-6 (6), 6-4 ante el local Mijaíl Youzhny. Youzhny cerró un último game que tomó 10 minutos para imponerse en 2 horas y media. Fue su primera victoria ante un jugador del Top 10 en más de dos años. El canadiense Raonic, el número seis del mundo que se presentó en el torneo ruso como campeón vigente y recibió pase directo a la segunda ronda, ha perdido tres de sus últimos cuatro partidos en el circuito. Youzhny quedó con marca de 33-12 en San Petersburgo, donde se consagró campeón en 2004 y alcanzó otras dos finales. En los cuartos de final, Youzhny se las verá con el alemán Alexander Zverev (5), quien derrotó 6-3, 7-5 al ruso Daniil Medvedev. El checo Tomas Berdych (3) debió emplearse a fondo para vencer al ruso Andrey Kuznetsov por 6-3, 2-6, 7-6 (4). Además, el serbio Viktor Troicki (7) eliminó 6-4, 6-4 al serbio y ahora se las verá con el suizo Stan Wawrinka, reciente campeón del US Open.",2016-09-22,"Raonic cae ante Youzhny en el abierto de San Petersburgo","http://ow.ly/HQML304tANJ"
"968","El Superintendente de Salud y Riesgos Laborales, Pedro Luis Castellanos, resaltó que el presidente Danilo Medina en su discurso pronunciado ante la ONU, ha reafirmado que el desarrollo no es solo un asunto económico-financiero, sino, esencialmente, avanzar en la mejora de la calidad de vida de las personas, lo cual es uno de los propósitos del Sistema Dominicano de Seguridad Social. “Nuestro sistema de seguridad social tiene la responsabilidad de convertirse en una verdadera red de protección de la población aún pobre y de las clases medias crecientes” sostuvo el funcionario, y agregó el  impulso del Seguro Familiar de Salud  es una de las políticas sociales clave para avanzar hacia un desarrollo centrado en la calidad de vida. Castellanos  enfatizó en que, como pueblo, “tenemos derecho  a aspirar a niveles mayores de desarrollo y de  calidad de vida. Hoy sabemos que eso es  posible, si nos unimos y trabajamos juntos, con claras metas económicas y sociales; y si logramos superar las barreras y maniobras internacionales que frenan nuestras potencialidades. Destacó que el presidente Medina “nuevamente reitera ante el mundo nuestra convicción de que el desarrollo solo tiene sentido si se entiende como desarrollo de las capacidades y oportunidades de las personas, las familias y comunidades,  como mejoría sostenida de la calidad de la vida y una vez más destaca, que las políticas sociales son, no solo necesarias sino indispensables para la protección social de las nuevas clases medias de nuestro continente y de nuestro país. “La República Dominicana ha logrado en cuatro años sacar casi un millón de personas que permanecían debajo de la línea de pobreza monetaria, y nos hemos comprometido a ampliar y profundizar estos logros en los próximos años”, afirmó el  funcionario. Dijo que esto ha sido posible por la generación de empleos, por la afiliación a  la seguridad social hasta casi el 70% de la población y más del 90% de la población pobre, ampliar el acceso a escuelas con jornadas extendidas y alimentación escolar, apoyo a proyectos económicos productivos comunitarios y respaldo a la micro, pequeña y mediana empresa, entre otras políticas. Expresó que, sin embargo, muchas de estas personas, aunque sus ingresos familiares están sobre la línea de pobreza, siguen siendo vulnerables y podrían retornar a la pobreza monetaria ante situaciones coyunturales, tales como la enfermedad de un familiar, un accidente severo o un desastre natural. “Para superar la miseria y la pobreza, y consolidar nuestras clases medias, necesitamos que nuestra economía continúe creciendo, pero simultáneamente necesitamos que nuestras políticas sociales, que conforman la red de protección social y de construcción del capital humano y la calidad de la vida, sean cada vez más efectivas”. Consideró que el aseguramiento en salud tiene  hoy cuatro grandes desafíos que sólo pueden ser superados con innovación y compromiso de todos y todas: “El primero de esos objetivos es lograr la afiliación universal de toda la población al Seguro Familiar de Salud, y el segundo es ampliar la protección de la salud, actualizando y mejorando el Plan Básico de Salud, actualizando sus tarifas y medios de pago, y desarrollando el Primer Nivel de Atención como puerta de entrada al sistema de salud”. Expresó que el tercero de los objetivos es reducir al máximo el gasto familiar de bolsillo, es decir los cobros que se realizan a los pacientes en el momento de requerir un servicio de salud. El cuarto es reducir la conflictividad en el seno del sistema, fortaleciendo la capacidad regulatoria del estado y agilizando los procedimientos de decisión en los máximos organismos del sistema. “Ha llegado la hora de repensar nuestro aseguramiento en salud desde la perspectiva de la protección de la ciudadanía, modificar la Ley 87-01, al menos en los aspectos que más directamente constituyen limitaciones para superar estos cuatro desafíos” subrayó.. Dijo que el principal propósito del Seguro Familiar de Salud es la protección social del derecho a la salud de la ciudadanía, garantizando la superación de las barreras financieras para acceder a servicios de salud integrales y con calidad, no el enriquecimiento de aseguradores o prestadores de servicios de salud. Al puntualizar que la Superintendencia de Salud trabaja para la superación de esos cuatro desafíos, hizo un llamado a toda la sociedad para juntos avanzar en esa dirección. Fue enérgico al señalar que “No descansaremos hasta lograrlo. Este es un compromiso del Gobierno y aspiramos a seguir trabajando en esa dirección con el apoyo y participación de todos los sectores de nuestra sociedad”.",2016-09-22,"Destacan esfuerzos del  gobierno por mejorar calidad de vida","http://ow.ly/nuZl304tzd6"
"969","El senador Tommy Galán pidió este jueves la intervención del Ministerio de Medio Ambiente por la depredación de ríos de San Cristóbal, y que es realizada ante la mirada indiferente de la dirección provincial de esa cartera. El legislador en rueda de prensa en su despacho del Congreso Nacional deploró que persista la extracción de materiales de los cauces de los río Nigua y Yubaso sin ningún tipo de controles, en las mismas narices de las autoridades de Medio Ambiente en San Cristóbal. Expresó que esas depredaciones se han expandido otras comunidades como Mucha Agua, Semana Santa, Daza, Los Cacíatos y Boruga, entre otras. Mostró imágenes en donde se observan camiones de entre ocho y 18 metros cúbicos cargados de materiales. En el caso de Mucha Agua la extracción es realizada en el mismo cauce del río. Pide destitución encargado Medio Ambiente Afirmó que la situación en lo que tiene que ver con la extracción de materiales tiene ribetes de dramático, por lo que solicitó al ministro de Medio Ambiente, Francisco Domínguez Brito, la destitución del encargado de Medio Ambiente en la provincia de San Cristóbal. Dijo que la destitución de ese funcionario es necesaria por el deficiente trabajo que realiza en la protección del medio ambiente y los recursos naturales. El senador Galán recordó que esas extracciones descontroladas son realizadas violación a la Ley 123. El legislador expresó que diariamente centenares de toneladas de grava, gravilla y arena son extraídas de esos ríos en distintas comunidades de la provincia. Galán instó a Domínguez Brito poner coto a la situación en la provincia de San Cristóbal con las extracciones de materiales.",2016-09-22,"Senador denuncia depredación de ríos; pide a Medio Ambiente tome cartas en el asunto","http://ow.ly/Rlqq304to2M"
"970","CIUDAD DE MEXICO (AP) — El presidente Enrique Peña Nieto dijo el jueves que aceptó la renuncia del secretario de Hacienda por el “desgaste” que sufrió tras la visita del candidato republicano Donald Trump. Aunque el mandatario admitió el rol de su colaborador en la planificación del encuentro, insistió en que él fue quien decidió recibirlo. “Estuve yo en la decisión y en la responsabilidad de haber asumido la decisión”, dijo Peña Nieto en entrevista con el canal de televisión local Telefórmula. “(El ex secretario de Hacienda) Luis (Videgaray), en el marco de esta visita, tuvo un gran desgaste. Sin duda fue un actor que se había involucrado en el arreglo que habíamos hecho con el equipo de campaña del candidato Trump”, explicó el mandatario. Agregó que “este desgaste me llevó a tomar la decisión y aceptar la renuncia”. El mandatario volvió a justificar el encuentro, que fue fuertemente criticado, como una vía para buscar espacios de acercamiento con ambos aspirantes a la Casa Blanca pero sostuvo que “quizás hubo algunas otras ponderaciones que no se hicieron, que no se valoraron suficientemente”. Peña Nieto esperaba reunirse con la candidata demócrata Hillary Clinton cuando viajó esta semana a Nueva York para la Asamblea General de las Naciones Unidas, pero la cita no se concretó. “No lo tomo como un no consumado. Está a consideración de la candidata”, señaló. En contraposición con la actitud conciliadora del mandatario hacia el aspirante republicano, el secretario de Economía mexicano Idelfonso Guajardo afirmó la víspera que México está dispuesto “a hablar con el diablo” si Trump llega a la presidencia de Estados Unidos. Guajardo destacó que México no puede ignorar que 80% de sus exportaciones van a su vecino del norte y que, de ser necesario, buscaría acuerdos con Trump. “Si tenemos que hablar con el diablo para garantizar la seguridad y el futuro del pueblo mexicano en México y en Estados Unidos, entonces hablaremos con el diablo”, expresó Guajardo en una conferencia auspiciada por el Consejo de las Américas en la que también participaron los presidentes de Chile, Colombia y Perú, socios de México en la Alianza del Pacífico. La visita de Trump a México fue duramente cuestionada por vastos sectores de la sociedad que aún recuerdan las incendiarias declaraciones del republicano durante la campaña en las que trató a los inmigrantes mexicanos de violadores y delincuentes y advirtió que construiría un muro a lo largo de la frontera entre ambos países para contener el flujo de inmigrantes ilegales y haría que México pagara por él. En la misma conferencia el presidente colombiano Juan Manuel Santos se abstuvo de hablar de Trump, aunque admitió que “no me gustan sus políticas sobre comercio e inmigración”. Por su parte, el jefe de Estado peruano Pedro Pablo Kuczynski sostuvo que “el maldito muro es to talmente contra productivo. (Un país) necesita buenas condiciones demográficas y buenas políticas”.",2016-09-22,"Secretario renunció por visita de Trump, dice Peña Nieto","http://ow.ly/QG14304tilw"
"971","¡El héroe!Manuel Fortuna hizo de todo para llevar a Leones a ganar Copa Banreservas   Leones necesitaban un motivador y un inspirador para hacer posible lo que se consideraba impensable: derrotar a los Metros en su propia casa. Llegó Manuel Fortuna (Mañé), el muchacho de Villa Consuelo, quien siempre ha demostrado coraje y que no le teme a nadie en el juego de baloncesto. El espíritu espartano se puso de manifiesto cuando Mañé Fortuna se fajó como un gladiador en una “guerra” que estaba en desventaja, pues Metros se encontraban en su casa y con miles de fanáticos ofreciéndoles un apoyo con gritos, algarabía y arengas motivadoras: “defensa, defensa, ahora es, ahora es”. Ese grito de guerra se escuchó hasta los últimos 3 minutos del choque cuando los chicos de Santo Domingo comenzaron a dominar el partido.Fortuna demostró una vez más su talento y experiencia. En los momentos clave, supo encestar los canastos que fueron decisivos para que Leones remontaran y no dejaran espacio a la escuadra de Santiago que en algunos instantes quería reaccionar.Mañé quería la victoria como nadie. Sabía la importancia de ganar la Copa Banreservas. Liderazgo Fortuna conoce que la fanaticada de Santiago es la más ardiente y aguerrida. Por eso se mantuvo en todo el juego reuniéndose con sus compañeros para hacerlos conscientes de que había que defender y nunca perder la concentración. Y lo logró.Todos coincidimos en que Manuel Fortuna fue el héroe de Leones. Hizo de todo desde el playoffs semifinal al igual que la final para ser la bujía inspiradora de Leones, que hoy disfrutan su segunda corona de la Liga Nacional de Baloncesto (LNB). El torneo dedicado al profesor Federico Lalane José por poco al final se empaña cuando los árbitros pudieron haber decidido el partido por confiscación, pero fueron astutos y permitieron que el público simpatizante de Metros se marchara para continuar el partido. Elogios Hay que resaltar el trabajo de Antonio Mir, presidente de la LNB, Rafael Uribe, principal ejecutivo de Fedombal, Mícalo Bermúdez, jefe de Metros y César Saint-Hilaire, gerente del equipo del Cibao, fueron clave para el control de los fanáticos y lograr que el partido concluyera. Najri y Bonetti El trabajo de Eduardo Najri y José Miguel Bonetti Du-Breil, presidente y vicepresidente de Leones dio resultado, pues ambos se fajaron a dar todo el respaldo a su dirigente David Díaz y al gerente general Chad Saunders.Najri y Bonetti: Son dos campeones.Hasta mañana, si Dios quiere, dominicanos.",2016-09-22,"NULL","http://ow.ly/F5hZ304tcYX"
"972","SANTIAGO. Instituciones y personalidades vinculadas al quehacer cultural y folklórico de esta ciudad lamentaron la muerte del folclorista Marcos Antonio Liriano (Thony), fallecido en el día de ayer a causa de una crisis diabética.Sus restos fueron velados en la Funeraria Savica de esta ciudad y al mediodía fueron trasladados a la Sala HIC, del Centro de la Cultura de Santiago, donde recibe una despedida especial por los integrantes del Ballet Folclórico de Santiago, entidad que dirigió por varios años. Liriano fue folklorista, instructor y Gestor Cultural. Nació en Esperanza, provincia Valverde Mao realizó sus estudios primarios en la Escuela Anacaona Almonte y luego estudió en la Universidad Autónoma de Santo Domingo; además estudió Informática a nivel técnico en la Universidad Tecnológica de Santiago. Sus primeros conocimientos en el ámbito de folklore los adquirió en el Grupo Folklórico Cibao, del sector de Buenos Aires, (1978–1985), luego perteneció a la escuela del Ballet Folklórico de la UASD. En el año 1985 dirigió el Grupo Cibao y en 1986 ingresó al Ballet Folklórico del Centro de la Cultura de Santiago, bajo la dirección del Fradique Lizardo y Antonia Alcántara, formando parte de su cuerpo de profesores en 1988. De 1987 al 1989 dirigió artísticamente el Grupo Folklórico de la UTESA; en 1988 el Ballet Folklórico Santiago; de 1991 a 1993 el Grupo Folklórico de la Universidad Dominicana O&M, Santiago y el Ballet Folklórico del Centro de la Cultura de Santiago; en 1993 es designado profesor y asesor coreográfico del Departamento de Folklore del Instituto de Cultura y Arte (ICA) y en 1995 es encargado del área de Folklore del Departamento de Arte y Cultura del Ayuntamiento de Santiago. En el año 2002 es designado por la Cámara de Representantes de Puerto Rico, como Joven sobresaliente en el arte y la Cultura de Latinoamérica.Fue merecedor, junto a sus compañeros del Ballet Folklórico del Centro de la Cultura de Santiago, de 18 nominaciones a los premios Casandra, logrando cinco estatuillas. En el año 2004 es designado director general del Ballet Folklórico del Centro de la Cultura de Santiago.",2016-09-22,"NULL","http://ow.ly/5uEA304sQj8"
"973","Miami (EE.UU.), (EFE).- Una polémica estatua en la que aparece retratado desnudo el candidato republicano a la Presidencia de EE.UU., Donald Trump, fue robada hoy del emplazamiento donde se exhibía, en el barrio artístico Wynwood de Miami (Florida), informaron medios locales. La polémica estatua de Trump desnudo había permanecido cerca de una semana en el tejado de un edificio en Wynwood, tras ser retirada de lo alto de una valla publicitaria en Miami por razones de seguridad, recogió en canal NBC6. Obra del colectivo de artistas Indecline, es una de las cinco esculturas que ya han pasado por ciudades como Los Ángeles, San Francisco, Nueva York y Seattle y retratan al magnate sin ropa y con unos diminutos y hasta incompletos genitales, un aspecto que va en correlación con el sobrenombre del proyecto- “El emperador no tiene pelotas”. El pasado mes de agosto, en Nueva York, una estatua como esta permaneció un par de horas en el parque Union Square, en el centro de Manhattan, antes de que las autoridades locales ordenaran su retirada por no contar con un permiso para que fuera expuesta en la calle. EFE",2016-09-22,"Roban la estatua de Donald Trump desnudo en un barrio artístico de Miami","http://ow.ly/thGV304sORk"
"974","SAO PAULO, (AFP) – La policía brasileña detuvo este jueves a Guido Mantega, exministro de Finanzas de las presidencias de Lula da Silva y Dilma Rousseff, en el marco de la operación Lava Jato que investiga las redes de corrupción en Petrobras, informó la prensa, citando al abogado de quien fuera tambén una figura de peso en el Partido de los Trabajadores (PT, izquierda). Mantega, según su abogado José Roberto Batochio, fue detenido por la mañana en un hospital de Sao Paulo, donde acompañaba a su mujer, que acababa de ser operada, precisó el portal informativo G1. La información de la detención fue dada igualmente por el portal UOL, del grupo Folha. La Policía Federal indicó que a las 10H00 locales (13H00) ofrecería una conferencia de prensa junto a la Fiscalía en Curitiba (sur), para brindar informaciones acerca de la 34 fase de la Operación Lava Jato (lavadero de autos), que investiga la trama de sobornos pagados por grandes constructoras a políticos para obtener licitaciones en la estatal Petrobras. En esa fase, denominada “Archivo X”, fueron movilizados 180 agentes que cumplen 49 órdenes judiciales, entre ellas ocho de prisión preventiva y ocho de detención para interrogatorio, en cinco estados brasileños y en el Distrito Federal de Brasilia. Las requisas y detenciones están relacionadas con sospechas de “fraude en licitaciones, corrupción de agentes públicos y traspaso de recursos a operadores y partidos políticos responsables de nombramientos de caros importantes” en Petrobras, así como por parte de “empresas que formaron un consorcio para obtener contratos de construcción de dos plataformas aunque careciesen de experiencia, estructura o preparación para hacerlo, precisó un comunicado de la PF. Sin citar explícitamente a Mantega ni al PT, el comunicado añade que “un exministro de Hacienda habría actuado en 2012 junto a una de las empresas para negociar la transferencia de recursos para pagos de deudas de campaña del partido político del momento”. El juez Sergio Moro, que dirige la parte de la Operación Lava Jato que concierne a personas sin fueros políticos (legisladores y ministros en funciones), aceptó el martes las denuncias contra el expresidente Lula (2003-2010) por presunta corrupción pasiva y lavado de dinero.",2016-09-22,"Detienen a Guido Mantega, exministro de Finanzas de Lula y Dilma","http://ow.ly/Hgaz304sk5O"
"975","MOSCÚ, RUSIA, (AP).- Un joven futbolista murió y otros tres resultaron heridos luego de que un rayo cayó en una portería durante un partido, informaron el miércoles las autoridades rusas. El joven de 18 años, cuyo nombre no fue revelado, murió durante un partido de una competencia local que involucraba a equipos de estudiantes en la ciudad siberiana de Rubtsovsk, indicaron las autoridades investigadoras regionales en un comunicado. Los jugadores de ambos conjuntos estaban reunidos en una de las áreas cuando el rayo golpeó una portería metálica. Los investigadores dicen que el joven de 18 años “murió en el lugar” y los otros tres necesitaron tratamiento médico, sin dar más detalles de su condición.",2016-09-21,"Futbolista ruso muere al caer un rayo sobre una portería","http://ow.ly/eIA8304rmuG"
"976","SANTIAGO, República Dominicana.- El campeonato provincial de gimnasia artística, masculina y femenina, fue realizado el pasado fin de semana, en el pabellón para ese deporte del complejo deportivo de La Barranquita. El evento contó con la presencia de las autoridades de la Federación Dominicana de Gimnasia, encabezadas por su presidente, Edwin Rodríguez, quien dijo el discurso central y las locales, por Timoteo Pérez, que expresó la bienvenida y agradeció los auspicios de la entidad federada.   Ganadores de la competencia femenino Habilidades para atletas de 4 años: Andrea Checo, con 105.00 puntos; Avril Mercado, 72.16; Sarah Isabela, 57.00; habilidades 5 años: Eva Patricia Sánchez, 87.28; Veras Montesinos, 71.75; Isabel Tejada, 60.21; habilidades 6 Años: Estela María Crespo, 35.30; Ruth Tolentino, 32.90; Sarah Silva, 32.10. Habilidades 7 años: Daniela Bourdes, 64.56; Rigebelle Terminal, 62.02; Ireanny Roma de la Cruz, 60.10; nivel 2: Lía Belliard, 30.90; Nicole Ortiz, 29.55; Avril Marie Reyes, 26.80; nivel 3: Catalina Espejo Peña, 29.05; Valeria Knupper, 22.70; nivel AC-1: Resultado individual por aparato, salto: Smaroly Lora, 9.00; Lía Constantini, 8.90; Avril Díez, 8.10. Barras Asimétricas: Smaroly Lora, 8.85; Lía Constantini, 8.10; Eva Elizabeth Bautista, 7.65; viga de equilibrio: Smaroly Lora, 7.10; Lola Ambar Espinal, 5.10; Lía Constantini, 5.00; piso: Lola Ambar Espinal, 7.80; Smaroly Lora, 7.50; María A. Cañizares, 7.00; máximo Acumulado: Smaroly Lora, 32.45; Lía Constantini, 28.30; Lola Ambar Espinal, 25.85.   Nivel 4, resultado individual por aparato, salto: Ismeili Toribio, 9.10; Diana Pérez, 9.00; Juliana Polanco, 8.70; barras asimétricas: Nicole Peralta, 8.00; Ana Paola Blanco, 6.90; Ismeili Toribio, 6.50; viga de equilibrio: Ismeili Toribio, 9.30; Diana Pérez, 9.15; Nicole Peralta, 7.55; Piso: Diana Pérez; 8.10; Ismeili Toribio, 7.70; Juliana Polanco, 7.30; máximo acumulador del nivel 4: Ismeili Toribio, 32.60; Diana Pérez, 32.35; Nicole Peralta, 31.35.   Nivel 5: Resultado individual por aparato, salto: Ana Paula Asencio, 9.10; Leticia Reyes, 9.00; Noelia Camacho, 8.90; barras asimétricas: Leticia Reyes, 7.80; Ana Paula Asencio, 7.25; Pamela Olivares, 5.80;  viga de Equilibrio: Naomy Guthjar, 8.30; Pamela Olivares, 8.20; Ana Paula Asencio, 7.50. Piso: Ana Paula Asencio, 8.80; Leticia Reyes, 8.00; Pamela Olivares, 8.00; Naomy Guthjar, 7.00; máximo Acumulador: Ana Paula Asencio, 32.65; Pamela Olivares, 31.00; Leticia Reyes, 29.80; Nivel 6: María Fernanda Rivas, 32.10; Nivel 7: Chantal Arocha, 34.20.   Masculino Habilidades: Lucas Grullón, 20.20; Diego Miguel Grullón, 16.40; Carlos Arturo, 15.90; nivel 4: Fraily  Joel Almonte            , 46.20; nivel 5: Frankelis Rodríguez, 46.50; Huáscar Piñeiro, 40.00; nivel 7: Javier de Jesús Polanco, 37.60; nivel 10: Exhibición por superioridad de Abel Acosta.",2016-09-21,"Realizan campeonato gimnasia artística provincia de Santiago","http://ow.ly/nBhs304rjie"
"977","PUERTO PLATA.- Con  la masiva asistencia de miembros, encabezados por los directivos, fue dada a conocer la formación  de  la Asociación de Productores Pecuarios del Norte, institución que agrupa destacados ganaderos de carne y leche, así como productores porcinos y avícolas de la región. El dirigente ganadero Valerio Rottchaild, es el primer presidente de la agrupación, quien al dirigirse   a todos los presentes dijo  que su nacimiento es el  producto de la necesidad de velar por los intereses de los ganaderos de leche y también por los de cientos de productores de otras ramas de la pecuaria, que  no encontraban una herramienta que les sirviera para canalizar las soluciones a las múltiples dificultades que se presentan día a día en ese importante sector de la producción nacional”. “Este es un paso importante en beneficio de la pecuaria regional, los productores de los subsectores, porcinos, caprinos, ovinos, avícolas, cunícola, apícola y muchos otros más, ahora tendrán un instrumento para ser escuchados en sus demandas y reclamos”, aseguró Rottchaild. La directiva de Apropenor está compuesta, además, por Segundo Nardi, vicepresidente; Carlos Amiro Finke Brugal,  tesorero; Isabel Almonte, la secretaria; y por los vocales José Daniel Jiménez, Raúl Brugal, Tony Aristy, Jaime Cabrera, Ramón Taveras. Por su parte, Carlos Amiro Finke, aclaró que Apropenor ha sido creada como un instrumento de desarrollo del sector agropecuario, y no para competir con ninguna otra agrupación con fines similares.  Añadió que la institución ha establecido tres objetivos fundamentales, que son la capacitación y educación constante de sus miembros y empleados; el reclamo de las reivindicaciones y soluciones de los problemas que afectan toda la pecuaria y el aporte al desarrollo de las zonas rurales en las que se encuentran sus miembros. Ramón Taveras, otro de los inquietos dirigentes precario puertoplateños, dio a conocer que la mayoría de los productores pecuarios  fue el último en hacer uso de la palabra para agradecer a los miembros de la prensa invitados al lanzamiento, y contesto preguntas que fueron formuladas por los asistentes a la rueda de prensa en el local de la naciente institución, Apropenor, ubicado en la avenida Manolo Tavárez Justo, a la entrada de la ciudad por la autopista Puerto Plata-Maimón.  ",2016-09-21,"Anuncian formación de la Asociación de Productores Pecuarios del Norte","http://ow.ly/BMDl304rhgv"
"978","Porfirio De Jesús fue juramentado este martes presidente del Comité Organizador del XXVII Torneo de Béisbol Navideño de la Academia Deportiva Luisito Mercedes, el cual reunirá a más de dos mil 900 atletas de distintas edades. Los nuevos miembros fueron juramentados por Antonio Costa (Colín), secretario del Comité Olímpico Dominicano (COD), el cual auguró un éxito rotundo al torneo señalado para arrancar el 4 de diciembre, en el play de la UNPHU.",2016-09-21,"NULL","http://ow.ly/ugjW304qRDe"
"979","Este fue el resultado de la primera reunión de la comisión de alto nivel para la evaluación del impacto en los productos agropecuarios del DR-CAFTA. Además, se acordó que el equipo deberá trabajar los estudios y análisis necesarios para la estimación del impacto. El propósito es, en un período futuro, realizar recomendaciones relativas a medidas de políticas agropecuarias comerciales que permitan mitigar ese impacto. Reto muy importante para el país El Ministro de la Presidencia encabezó la reunión de la comisión, que fue designada mediante el decreto 260-16. “Esta comisión tiene un reto muy importante para el país, sobretodo tomando en cuenta la importancia de nuestro sector agropecuario en la economía, la generación de empleos y la seguridad alimentaria del país”. La afirmación fue hecha por el ministro de la Presidencia, Gustavo Montalvo, al concluir la reunión. Más competitividad Sostuvo que si bien el país es respetuoso de los acuerdos internacionales firmados, “estamos conscientes de la necesidad de evitar que el proceso de desgravación arancelaria signifique el desplazamiento de nuestros productores, para lo cual diseñaremos políticas comerciales y de desarrollo productivo que mitiguen dicho impacto”. “Apostamos a un país más competitivo y con un mayor abastecimiento de alimentos agropecuarios, en condiciones que beneficien tanto a los consumidores como a los productores”, expresó. El referido decreto establece que dicha comisión está conformada por el Ministerio de la Presidencia, que la coordina. La componen, además, los ministerios de Agricultura, Industria y Comercio, y Relaciones Exteriores. Asimismo, el Vicepresidente Ejecutivo de la Junta Agroempresarial Dominicana. En la reunión participaron, también, los ministros de Industria y Comercio, Juan Temístocles Montás; y de Agricultura, Ángel Estévez. Igualmente, los viceministros de la Presidencia, Juan Ariel Jiménez; de Relaciones Exteriores, Hugo Rivera; y de Agricultura, Winston Marte. También, el vicepresidente de la JAD, Osmar Benítez, así como el experto en comercio internacional, Fantino Polanco.",2016-09-21,"NULL","http://ow.ly/yvEf304qea7"
